title,company,location,link
[개발]Data Scientist (정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=ae63a69b12752674
데이터분석가(팀장급),RIDI Corp,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=b48d32f87a3d5c67
2020년 상반기 AI/기획/데이터분석 부문 인재모집,신세계아이앤씨,서울 회현동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e0adc36df891f6e1
[개발]위메프패션 백엔드 개발자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=b0e9252f0c2cf6ec
Pre Sales Engineer,Arm,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=eec4b684cdb38ebd
[인턴] RCS(Risk Consulting Services) 본부 Forensic(Forensic Technology 팀) 업무보조 인턴,삼정 KPMG,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e4e36162481db73f
분석지원팀 - 데이터 분석가,Nexon,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=4233609a843b5e96
동대문구 국비 무료 훈련생,동대문여성인력개발센터,서울 동대문구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=2f64e12e457da027
Business Data Analyst,Soomgo,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=166aa0c72e94a266
"Computer Vision Engineer, Perception – Autonomous Vehicles",NVIDIA,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=f775c2b405edea87
MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonlinear Spectroscopy in Solids (Theory),POSTECH / Max Planck POSTECH/KOREA Res. Init.,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e11bc11a4d72cc54
데이터 전문가 경력,LG CNS,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=46e64783bd9d2d0d
"Design Consultant, Sr II",Synopsys,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=33da210b05e4dac7
2020 상반기 개발직군,딜리버리히어로코리아,서울 서초구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=518298c796a11371
[월간 카카오 3월] AdTech/비즈플랫폼 주니어 경력 개발자,카카오,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=95ac4ab8946165ed
Product Test Engineer - GPU,NVIDIA,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=48ca423ba9cc3be4
정보보안 담당자,Nexon,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e1719c3044cb5bd1
[Search&Clova] Clova AI 이미지/비디오 인식 모델 개발 및 데이터 구축 신입/경력사원,네이버,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=aa9b2ed0c68a131f
[KSTEC] 2020년 신입 및 경력 (SW개발자),지식시스템,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=2cc19135676e8c90
Data Analyst,Nielsen,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=86c5a66bf9468e1c
[인재풀] Central Development Services,Electronic Arts,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=d9a8d22b38653d34
AI 기반 로봇 서비스 개발 그룹 IT 인프라 구축,그룹 IT 인프라 구축,서울특별시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=d9086035792f01d0
소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e9332c9aa21fc59c
AI 활용방안모색/적용 전략 수립,에이스파트너스서치펌,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=79da02e6dfd5d48c
제조공정Deep Learning/AI 전문가 대그룹계열제조사,대그룹계열제조사,서울특별시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=c2bc15d755c2e44a
Research Engineer - Machine Learning,AITRICS,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=05ce3c7d5c6c368c
[KSTEC] 통계/Analytics 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=f96c83c4b64c199f
[유통대기업] 데이터 분석 (팀장/팀원 - 3명) 경력,에이치알니즈,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e8096b963d7ee409
안드로이드/ 윈도우서버 스프링 개발자 / 풀스택 개발자 정규직,thecompany,경상남도,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=879b70d978f1c14f
[개발]위메프오 서비스 서버개발자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=5f3a399e83a81379
[해외취업] Sales Application Engineer,Materialise Sdn Bhd,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=35f16e65f031d7e9
한국관광공사 관광빅데이터팀 전문인력 채용 공고,한국관광공사,원주 반곡동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8a912b69bcea3db9
"UI/UX개발/고객행동분석 (Python, GA, Database)",온누리아이코리아,서울 금천구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=91c9bd778eeb7299
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=aac8e9355cb855ac
GNI 소프트웨어 개발자,KAN,울산 북구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=b2ebc1da56d8b120
[IT대기업] AI 플랫폼 구조개선/운영 효율화,에이스파트너스서치펌,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=92f06a4621f935c7
솔루션 프론트엔드 개발자,Nexon,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=273d830a0c62aedd
"기업부설연구소 연구원 (인공지능(AI), 딥러닝), 소프트웨어 개발자 신입/경력 정규직",테크에이스 솔루션,서울 금천구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=d2ca1a4025dbb1a7
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=a39853230d5ceca8
(주)신세계아이앤씨 상반기 시스템운영/개발 부문 인재,신세계아이앤씨,서울 중구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=b55d3d20f915df43
(기술기획) 기술기획 개발자,카카오뱅크,성남 삼평동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=0bee4e2e1acd6cc7
"R&D Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=432b169b273d9964
빅데이터 분석가 인턴 모집,엘에스글로벌인코퍼레이티드,안양 호계동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=01283c38dece4a4c
"C#, python 개발자",두잇,인천 연수구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=6cc344a67efff38b
[보안]보안솔루션 운영 담당자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=84fd4c2127309eea
랩오투원 신입/경력 개발자,유한책임회사랩오투원,부산,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=750977c97eeed4d5
대용량 분산 스토리지 개발자,카카오,성남 판교역,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=37d1f6dbb37f8a38
IT기획(대리-과장급) 초빙 - 유명 유통사,로이스에이치알,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=d48c925acb7e4187
백엔드 개발자 경력 (서울),유펜솔루션,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=f4da103184185deb
[개발]웹 서비스 개발자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=9bff6cc5a8f53e6e
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=eaee1538d8cc832f
[개발]상담시스템 백엔드 개발자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=9b123ff73f89c0e5
Virtual Environment Simulation Engineer,네이버랩스,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=1f8241bde59958c8
데이터분석 전문가 신입·경력·전문연구요원,베가스,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8bda582040d41076
11번가 IaC(Infra as Code) Engineer 분야,십일번가,서울 중구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8f6cb0fb399e9e32
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=a50fce6cc2cb57c9
데이터 분석/엔지니어 모집,카카오커머스,성남 삼평동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8d8caa9ce2b86d80
Financial Controller with Data Science,Continental,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=6218cd959f0f6bd4
BI 운영 그룹 주력계열사,그룹 주력계열사,서울특별시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e5098c47e3662580
Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축,서울특별시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=7c7f6f9c070d78bd
KDI 직원(한시과제수행),한국개발연구원,세종특별자치시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=792e58797e696bbc
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=116009dbf59211ed
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=649ccf047c868778
파이썬 Python 개발자,인섹시큐리티,서울 금천구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8e3d4022aed99fb2
Design for Test (DFT) Engineer,SiFive,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=6c6ccc05ec15dc41
Software Engineer,Wish,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=ed4359af01841c83
[온라인공채] ZUM 데이터 분석(경력),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=7eb726eeabdf393d
(주)엔디소프트 2020년도 개발자,엔디소프트,부산 해운대구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=2a2fb5091859871a
[개발]신사업 프론트 개발자(정규직),위메프,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=57aa1b90d7626f69
[KSTEC] RPA 시스템 개발 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=24adbd995758e4b2
카카오 네트워크 엔지니어,카카오,성남 판교역,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=f281c810daf0e10d
IC 설계자동화 (EDA) 소프트웨어 (XMODEL) 모델 개발자 / 응용 엔지니어 (AE),사이언티픽아날로그,서울 서초구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=9fe6a4ff9c047d0c
"응용프로그램개발, 인공지능 신입/경력 정규직",퓨처메인,수원 영통구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=d0650e2aa74d1287
서울 강남구 인썸니아 시니어 개발자 및 퍼블리셔,인썸니아,서울 서초구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=6c1d50662fa2d7f7
디지털부문 경력사원 모집(빅데이터플랫폼구축),하나금융티아이,인천 검암경서동,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8b4b43e50c630892
[포스피드] 백앤드 개발 경력직 (정규직),헬로월드,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=2df89ff4453791b3
(주)웨이브웨어 2020 년도 신입사원 (개발자),웨이브웨어,대전 유성구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=533b48ae7ceee2ca
[메가존클라우드] 2020년 상반기 Commercial Tech 부문,메가존,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=fd2f650c2f0d4b5e
[메가존] 2020년 상반기 구글클라우드 직무별,메가존,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=072e19aecc5926bb
2020 APAC Graduate Programme – Junior Fixed Income Sales,BNP Paribas,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=b2c01054f550bdf2
데이터분석(대리이상) 에듀테크 선두기업,에듀테크 선두기업,서울특별시,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=e6102500056b81b1
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=07375dc4e800dfa9
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=1748baa27965fdbf
데이터 엔지니어,크로스앵글,서울 여의도,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=ae15250b0a7f47e0
Marketing Science Director,KANTAR,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=2d5c603043556b81
Application Backend Developer,BOEING,서울,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=a8ed60198075d112
AI Engineer (바디모션 캡처기술) 인공지능(AI) 연구개발 전문기업,인공지능(AI) 연구개발 전문기업,경기도,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=8925ce6bab9d00d6
[해외취업] AI 엔지니어,株式会社ASCOM,대한민국,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=67a92be234325f85
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=752a4b5d63eac97c
소프트웨어 신입/경력 정규직,헤븐트리,경상북도 경산,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=00427fa2d835d4a1
[경력] SW개발자 - 정규직,애드인텔리전스,서울 광진구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=9b686bf45b28b6ea
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/python%EC%A7%81-%EC%B7%A8%EC%97%85?vjk=464ef95516a5fa5c
